id,year,team1,score1,score2,team2
606,1991,river plate,2,0,talleres (cordoba)
607,1991,rosario central,1,2,lanus
608,1991,gimnasia y esgrima (lp),2,1,dep espanol
609,1991,ferro carril oeste,0,1,velez sarsfield
610,1991,estudiantes (lp),2,1,velez sarsfield
611,1991,dep espanol,1,1,ferro carril oeste
612,1991,lanus,0,0,gimnasia y esgrima (lp)
613,1991,talleres (cordoba),1,0,rosario central
614,1991,racing club,5,2,river plate
615,1991,mandiyu (ctes),2,0,chaco for ever
616,1991,boca juniors,0,0,independiente
617,1991,newell's old boys,1,1,union (sta fe)
618,1991,san lorenzo,0,1,huracan
619,1991,platense,1,1,argentinos juniors
620,1991,argentinos juniors,3,2,estudiantes (lp)
621,1991,huracan,1,0,platense
622,1991,union (sta fe),0,2,san lorenzo
623,1991,independiente,1,0,newell's old boys
624,1991,chaco for ever,0,0,boca juniors
625,1991,river plate,2,2,mandiyu (ctes)
626,1991,rosario central,0,1,racing club
627,1991,gimnasia y esgrima (lp),4,3,talleres (cordoba)
628,1991,ferro carril oeste,0,0,lanus
629,1991,velez sarsfield,1,2,dep espanol
630,1991,estudiantes (lp),3,1,dep espanol
631,1991,lanus,0,0,velez sarsfield
632,1991,talleres (cordoba),2,1,ferro carril oeste
633,1991,racing club,2,1,gimnasia y esgrima (lp)
634,1991,mandiyu (ctes),1,0,rosario central
635,1991,boca juniors,1,0,river plate
636,1991,newell's old boys,1,0,chaco for ever
637,1991,san lorenzo,1,0,independiente
638,1991,platense,1,1,union (sta fe)
639,1991,argentinos juniors,0,0,huracan
640,1991,huracan,0,0,estudiantes (lp)
641,1991,union (sta fe),3,1,argentinos juniors
642,1991,independiente,5,1,platense
643,1991,chaco for ever,0,0,san lorenzo
644,1991,river plate,1,1,newell's old boys
645,1991,rosario central,1,1,boca juniors
646,1991,gimnasia y esgrima (lp),1,1,mandiyu (ctes)
647,1991,ferro carril oeste,1,1,racing club
648,1991,velez sarsfield,2,1,talleres (cordoba)
649,1991,dep espanol,2,3,lanus
650,1991,estudiantes (lp),0,1,lanus
651,1991,talleres (cordoba),2,2,dep espanol
652,1991,racing club,2,0,velez sarsfield
653,1991,mandiyu (ctes),0,0,ferro carril oeste
654,1991,boca juniors,2,0,gimnasia y esgrima (lp)
655,1991,newell's old boys,4,0,rosario central
656,1991,san lorenzo,2,2,river plate
657,1991,platense,1,1,chaco for ever
658,1991,argentinos juniors,1,1,independiente
659,1991,huracan,1,1,union (sta fe)
660,1991,union (sta fe),1,1,estudiantes (lp)
661,1991,independiente,1,0,huracan
662,1991,chaco for ever,1,0,argentinos juniors
663,1991,river plate,0,0,platense
664,1991,rosario central,2,1,san lorenzo
665,1991,gimnasia y esgrima (lp),0,0,newell's old boys
666,1991,ferro carril oeste,0,0,boca juniors
667,1991,velez sarsfield,1,1,mandiyu (ctes)
668,1991,dep espanol,1,2,racing club
669,1991,lanus,0,2,talleres (cordoba)
670,1991,estudiantes (lp),2,0,talleres (cordoba)
671,1991,racing club,2,1,lanus
672,1991,mandiyu (ctes),1,0,dep espanol
673,1991,boca juniors,2,0,velez sarsfield
674,1991,newell's old boys,3,0,ferro carril oeste
675,1991,san lorenzo,2,1,gimnasia y esgrima (lp)
676,1991,platense,0,0,rosario central
677,1991,argentinos juniors,1,1,river plate
678,1991,huracan,4,3,chaco for ever
679,1991,union (sta fe),0,0,independiente
680,1991,independiente,1,1,estudiantes (lp)
681,1991,chaco for ever,2,2,union (sta fe)
682,1991,river plate,0,0,huracan
683,1991,rosario central,2,1,argentinos juniors
684,1991,gimnasia y esgrima (lp),0,0,platense
685,1991,ferro carril oeste,0,2,san lorenzo
686,1991,velez sarsfield,3,1,newell's old boys
687,1991,dep espanol,0,1,boca juniors
688,1991,lanus,0,0,mandiyu (ctes)
689,1991,talleres (cordoba),1,1,racing club
690,1991,estudiantes (lp),0,1,racing club
691,1991,mandiyu (ctes),2,1,talleres (cordoba)
692,1991,boca juniors,1,0,lanus
693,1991,newell's old boys,0,0,dep espanol
694,1991,san lorenzo,4,1,velez sarsfield
695,1991,platense,0,0,ferro carril oeste
696,1991,argentinos juniors,3,1,gimnasia y esgrima (lp)
697,1991,huracan,3,0,rosario central
698,1991,union (sta fe),1,1,river plate
699,1991,independiente,1,1,chaco for ever
700,1991,chaco for ever,0,0,estudiantes (lp)
701,1991,river plate,1,1,independiente
702,1991,rosario central,0,0,union (sta fe)
703,1991,gimnasia y esgrima (lp),1,0,huracan
704,1991,ferro carril oeste,2,2,argentinos juniors
705,1991,velez sarsfield,2,0,platense
706,1991,dep espanol,2,0,san lorenzo
707,1991,lanus,1,0,newell's old boys
708,1991,talleres (cordoba),1,2,boca juniors
709,1991,racing club,2,0,mandiyu (ctes)
710,1991,estudiantes (lp),0,1,mandiyu (ctes)
711,1991,boca juniors,6,1,racing club
712,1991,newell's old boys,2,1,talleres (cordoba)
713,1991,san lorenzo,1,0,lanus
714,1991,platense,1,0,dep espanol
715,1991,argentinos juniors,0,3,velez sarsfield
716,1991,huracan,1,0,ferro carril oeste
717,1991,union (sta fe),1,1,gimnasia y esgrima (lp)
718,1991,independiente,1,2,rosario central
719,1991,chaco for ever,1,3,river plate
720,1991,river plate,0,1,estudiantes (lp)
721,1991,rosario central,1,0,chaco for ever
722,1991,gimnasia y esgrima (lp),2,1,independiente
723,1991,ferro carril oeste,2,0,union (sta fe)
724,1991,velez sarsfield,1,1,huracan
725,1991,dep espanol,1,0,argentinos juniors
726,1991,lanus,0,0,platense
727,1991,talleres (cordoba),3,4,san lorenzo
728,1991,racing club,1,0,newell's old boys
729,1991,mandiyu (ctes),1,2,boca juniors
730,1991,estudiantes (lp),0,0,boca juniors
731,1991,newell's old boys,1,1,mandiyu (ctes)
732,1991,san lorenzo,2,1,racing club
733,1991,platense,2,0,talleres (cordoba)
734,1991,argentinos juniors,0,0,lanus
735,1991,huracan,0,4,dep espanol
736,1991,union (sta fe),2,2,velez sarsfield
737,1991,independiente,1,1,ferro carril oeste
738,1991,chaco for ever,0,0,gimnasia y esgrima (lp)
739,1991,river plate,1,0,rosario central
740,1991,rosario central,2,2,estudiantes (lp)
741,1991,gimnasia y esgrima (lp),0,0,river plate
742,1991,ferro carril oeste,4,2,chaco for ever
743,1991,velez sarsfield,1,1,independiente
744,1991,dep espanol,1,1,union (sta fe)
745,1991,lanus,0,0,huracan
746,1991,talleres (cordoba),2,3,argentinos juniors
747,1991,racing club,0,2,platense
748,1991,mandiyu (ctes),1,2,san lorenzo
749,1991,boca juniors,1,0,newell's old boys
750,1991,estudiantes (lp),0,0,newell's old boys
751,1991,san lorenzo,1,1,boca juniors
752,1991,platense,0,0,mandiyu (ctes)
753,1991,argentinos juniors,0,0,racing club
754,1991,huracan,1,0,talleres (cordoba)
755,1991,union (sta fe),3,2,lanus
756,1991,independiente,3,1,dep espanol
757,1991,chaco for ever,1,1,velez sarsfield
758,1991,river plate,1,1,ferro carril oeste
759,1991,rosario central,0,0,gimnasia y esgrima (lp)
760,1991,gimnasia y esgrima (lp),0,2,estudiantes (lp)
761,1991,ferro carril oeste,1,1,rosario central
762,1991,velez sarsfield,1,0,river plate
763,1991,dep espanol,1,1,chaco for ever
764,1991,lanus,1,1,independiente
765,1991,talleres (cordoba),1,1,union (sta fe)
766,1991,racing club,0,2,huracan
767,1991,mandiyu (ctes),2,0,argentinos juniors
768,1991,boca juniors,3,0,platense
769,1991,newell's old boys,1,1,san lorenzo
770,1991,newell's old boys,1,0,boca juniors
771,1991,independiente,1,1,san lorenzo
772,1991,river plate,2,0,deportivo mandiyu
773,1991,velez sarsfield,3,0,racing club
774,1991,boca juniors,0,1,argentinos juniors
775,1991,argentinos juniors,0,2,boca juniors
776,1991,deportivo mandiyu,0,2,river plate
777,1991,racing club,5,1,velez sarsfield
778,1991,san lorenzo,2,1,independiente
779,1991,boca juniors,1,1,racing club
780,1991,river plate,0,0,san lorenzo
781,1991,san lorenzo,1,0,boca juniors
782,1991,boca juniors,0,1,san lorenzo
783,1991,gimnasia y esgrima(jujuy),3,2,sarmiento(catamarca)
784,1991,galaxia(puerto iguazu),0,1,nueva chicago
785,1991,gimnasia(concepuruguay),2,0,arsenal
786,1991,sportivo guzman(tucuman),2,0,estudiantes(rio iv)
787,1991,sarmiento(catamarca),1,0,gimnasia y esgrima(jujuy)
788,1991,nueva chicago,2,0,galaxia(puerto iguazu)
789,1991,arsenal,2,0,gimnasia(concepcion del uruguay)
790,1991,estudiantes(rio iv),3,0,sportivo guzman(tucuman)
791,1991,gimnasia y esgrima(jujuy),1,1,nueva chicago
792,1991,gimnasia(concepuruguay),1,0,estudiantes(rio iv)
793,1991,nueva chicago,3,2,gimnasia y esgrima(jujuy)
794,1991,estudiantes(rio iv),0,0,gimnasia(concepcion del uruguay)
795,1991,nueva chicago,1,1,gimnasia(concepcion del uruguay)
796,1991,gimnasia y esgrima(mendoza),1,1,almagro
797,1991,alvarado,1,1,all boys(la pampa)
798,1991,estudiantes(buenos aires),1,1,san martin(san juan)
799,1991,olimpo(bahia blanca),2,3,petroquimica(comodoro rivadavia)
800,1991,almagro,1,3,gimnasia y esgrima(mendoza)
801,1991,all boys(la pampa),0,0,alvarado
802,1991,san martin(san juan),1,0,estudiantes(buenos aires)
803,1991,petroquimica(comrivadavia),0,2,olimpo(bahia blanca)
804,1991,gimnasia y esgrima(mendoza),0,0,alvarado
805,1991,san martin(san juan),2,0,olimpo(bahia blanca)
806,1991,olimpo(bahia blanca),1,0,san martin(san juan)
807,1991,gimnasia y esgrima(mendoza),0,1,san martin(san juan)
808,1991,san martin(san juan),2,0,gimnasia y esgrima(mendoza)
809,1991,comunicaciones,0,3,deportivo armenio
810,1991,lujan,1,0,berazategui
811,1991,deportivo armenio,3,0,comunicaciones
812,1991,berazategui,1,3,lujan
813,1992,platense,1,0,independiente
814,1992,quilmes,0,1,newell's old boys
815,1992,gimnasia y esgrima (lp),1,0,dep espanol
816,1992,rosario central,0,0,huracan
817,1992,union (sta fe),1,2,river plate
818,1992,argentinos juniors,0,0,estudiantes (lp)
819,1992,racing club,2,3,depmandiyu (ctes)
820,1992,belgrano (cba),1,1,ferro carril oeste
821,1992,san lorenzo,1,1,talleres (cordoba)
822,1992,boca juniors,3,2,velez sarsfield
823,1992,river plate,2,1,rosario central
824,1992,san lorenzo,0,0,boca juniors
825,1992,talleres (cordoba),2,0,argentinos juniors
826,1992,estudiantes (lp),0,0,platense
827,1992,independiente,2,0,quilmes
828,1992,newell's old boys,0,0,union (sta fe)
829,1992,huracan,1,1,racing club
830,1992,depmandiyu (ctes),0,0,gimnasia y esgrima (lp)
831,1992,dep espanol,1,0,belgrano (cba)
832,1992,ferro carril oeste,1,0,velez sarsfield
833,1992,boca juniors,1,0,ferro carril oeste
834,1992,velez sarsfield,1,0,dep espanol
835,1992,belgrano (cba),0,0,depmandiyu (ctes)
836,1992,gimnasia y esgrima (lp),0,0,huracan
837,1992,racing club,0,0,river plate
838,1992,rosario central,1,0,newell's old boys
839,1992,union (sta fe),0,0,independiente
840,1992,quilmes,0,0,estudiantes (lp)
841,1992,platense,1,2,talleres (cordoba)
842,1992,argentinos juniors,0,0,san lorenzo
843,1992,river plate,3,0,gimnasia y esgrima (lp)
844,1992,argentinos juniors,3,1,boca juniors
845,1992,san lorenzo,1,1,platense
846,1992,talleres (cordoba),2,1,quilmes
847,1992,estudiantes (lp),1,1,union (sta fe)
848,1992,independiente,0,0,rosario central
849,1992,newell's old boys,0,0,racing club
850,1992,huracan,1,1,belgrano (cba)
851,1992,depmandiyu (ctes),0,0,velez sarsfield
852,1992,dep espanol,1,0,ferro carril oeste
853,1992,velez sarsfield,5,0,huracan
854,1992,boca juniors,3,3,dep espanol
855,1992,ferro carril oeste,1,0,depmandiyu (ctes)
856,1992,belgrano (cba),0,3,river plate
857,1992,gimnasia y esgrima (lp),1,0,newell's old boys
858,1992,racing club,0,0,independiente
859,1992,rosario central,2,0,estudiantes (lp)
860,1992,union (sta fe),0,0,talleres (cordoba)
861,1992,quilmes,0,0,san lorenzo
862,1992,platense,0,0,argentinos juniors
863,1992,san lorenzo,1,2,union (sta fe)
864,1992,platense,0,2,boca juniors
865,1992,argentinos juniors,1,0,quilmes
866,1992,talleres (cordoba),3,1,rosario central
867,1992,estudiantes (lp),1,0,racing club
868,1992,independiente,2,3,gimnasia y esgrima (lp)
869,1992,newell's old boys,0,1,belgrano (cba)
870,1992,river plate,1,0,velez sarsfield
871,1992,huracan,2,1,ferro carril oeste
872,1992,depmandiyu (ctes),2,1,dep espanol
873,1992,racing club,1,2,talleres (cordoba)
874,1992,boca juniors,2,0,depmandiyu (ctes)
875,1992,dep espanol,1,0,huracan
876,1992,ferro carril oeste,0,1,river plate
877,1992,velez sarsfield,4,1,newell's old boys
878,1992,belgrano (cba),0,1,independiente
879,1992,gimnasia y esgrima (lp),2,0,estudiantes (lp)
880,1992,rosario central,0,1,san lorenzo
881,1992,union (sta fe),2,1,argentinos juniors
882,1992,quilmes,1,0,platense
883,1992,quilmes,1,2,boca juniors
884,1992,platense,2,2,union (sta fe)
885,1992,argentinos juniors,2,2,rosario central
886,1992,san lorenzo,0,0,racing club
887,1992,talleres (cordoba),1,0,gimnasia y esgrima (lp)
888,1992,estudiantes (lp),1,1,belgrano (cba)
889,1992,independiente,1,2,velez sarsfield
890,1992,newell's old boys,2,2,ferro carril oeste
891,1992,river plate,2,1,dep espanol
892,1992,huracan,3,2,depmandiyu (ctes)
893,1992,racing club,0,0,argentinos juniors
894,1992,rosario central,1,3,platense
895,1992,union (sta fe),0,0,quilmes
896,1992,boca juniors,1,1,huracan
897,1992,dep espanol,1,0,newell's old boys
898,1992,ferro carril oeste,2,3,independiente
899,1992,velez sarsfield,1,0,estudiantes (lp)
900,1992,belgrano (cba),3,0,talleres (cordoba)
901,1992,gimnasia y esgrima (lp),0,2,san lorenzo
902,1992,depmandiyu (ctes),0,0,river plate
903,1992,independiente,1,0,dep espanol
904,1992,union (sta fe),0,0,boca juniors
905,1992,quilmes,0,0,rosario central
906,1992,platense,2,1,racing club
907,1992,argentinos juniors,0,0,gimnasia y esgrima (lp)
908,1992,san lorenzo,1,1,belgrano (cba)
909,1992,talleres (cordoba),1,0,velez sarsfield
910,1992,estudiantes (lp),0,1,ferro carril oeste
911,1992,newell's old boys,0,1,depmandiyu (ctes)
912,1992,river plate,1,0,huracan
913,1992,velez sarsfield,1,1,san lorenzo
914,1992,boca juniors,0,0,river plate
915,1992,huracan,1,1,newell's old boys
916,1992,depmandiyu (ctes),1,1,independiente
917,1992,dep espanol,3,3,estudiantes (lp)
918,1992,ferro carril oeste,1,0,talleres (cordoba)
919,1992,belgrano (cba),1,1,argentinos juniors
920,1992,gimnasia y esgrima (lp),0,0,platense
921,1992,racing club,1,1,quilmes
922,1992,rosario central,1,0,union (sta fe)
923,1992,independiente,2,0,huracan
924,1992,boca juniors,1,1,rosario central
925,1992,union (sta fe),0,1,racing club
926,1992,quilmes,1,1,gimnasia y esgrima (lp)
927,1992,platense,0,0,belgrano (cba)
928,1992,argentinos juniors,1,1,velez sarsfield
929,1992,san lorenzo,0,0,ferro carril oeste
930,1992,talleres (cordoba),0,0,dep espanol
931,1992,estudiantes (lp),3,0,depmandiyu (ctes)
932,1992,newell's old boys,0,1,river plate
933,1992,racing club,1,1,rosario central
934,1992,newell's old boys,1,1,boca juniors
935,1992,river plate,3,1,independiente
936,1992,huracan,2,0,estudiantes (lp)
937,1992,depmandiyu (ctes),2,1,talleres (cordoba)
938,1992,dep espanol,1,1,san lorenzo
939,1992,ferro carril oeste,1,1,argentinos juniors
940,1992,velez sarsfield,2,2,platense
941,1992,belgrano (cba),0,0,quilmes
942,1992,gimnasia y esgrima (lp),3,1,union (sta fe)
943,1992,boca juniors,0,0,racing club
944,1992,rosario central,0,0,gimnasia y esgrima (lp)
945,1992,union (sta fe),1,2,belgrano (cba)
946,1992,quilmes,1,2,velez sarsfield
947,1992,platense,0,0,ferro carril oeste
948,1992,argentinos juniors,5,2,dep espanol
949,1992,san lorenzo,2,2,depmandiyu (ctes)
950,1992,talleres (cordoba),1,1,huracan
951,1992,independiente,0,3,newell's old boys
952,1992,estudiantes (lp),2,2,river plate
953,1992,independiente,1,1,boca juniors
954,1992,newell's old boys,3,0,estudiantes (lp)
955,1992,river plate,5,1,talleres (cordoba)
956,1992,huracan,2,2,san lorenzo
957,1992,depmandiyu (ctes),3,0,argentinos juniors
958,1992,dep espanol,1,1,platense
959,1992,ferro carril oeste,1,0,quilmes
960,1992,velez sarsfield,2,0,union (sta fe)
961,1992,belgrano (cba),1,1,rosario central
962,1992,gimnasia y esgrima (lp),1,1,racing club
963,1992,union (sta fe),0,0,ferro carril oeste
964,1992,boca juniors,3,1,gimnasia y esgrima (lp)
965,1992,racing club,2,1,belgrano (cba)
966,1992,rosario central,0,2,velez sarsfield
967,1992,quilmes,2,4,dep espanol
968,1992,platense,2,0,depmandiyu (ctes)
969,1992,argentinos juniors,0,1,huracan
970,1992,san lorenzo,2,0,river plate
971,1992,talleres (cordoba),0,0,newell's old boys
972,1992,estudiantes (lp),1,0,independiente
973,1992,estudiantes (lp),1,0,boca juniors
974,1992,independiente,2,1,talleres (cordoba)
975,1992,newell's old boys,1,1,san lorenzo
976,1992,river plate,0,1,argentinos juniors
977,1992,huracan,0,1,platense
978,1992,depmandiyu (ctes),3,0,quilmes
979,1992,dep espanol,2,1,union (sta fe)
980,1992,ferro carril oeste,1,3,rosario central
981,1992,velez sarsfield,0,2,racing club
982,1992,belgrano (cba),0,1,gimnasia y esgrima (lp)
983,1992,platense,0,1,river plate
984,1992,boca juniors,0,0,belgrano (cba)
985,1992,gimnasia y esgrima (lp),1,0,velez sarsfield
986,1992,racing club,0,0,ferro carril oeste
987,1992,rosario central,1,1,dep espanol
988,1992,union (sta fe),1,0,depmandiyu (ctes)
989,1992,quilmes,0,0,huracan
990,1992,argentinos juniors,1,1,newell's old boys
991,1992,san lorenzo,2,2,independiente
992,1992,talleres (cordoba),1,1,estudiantes (lp)
993,1992,talleres (cordoba),0,1,boca juniors
994,1992,estudiantes (lp),0,2,san lorenzo
995,1992,independiente,1,1,argentinos juniors
996,1992,newell's old boys,0,0,platense
997,1992,river plate,5,1,quilmes
998,1992,huracan,3,1,union (sta fe)
999,1992,depmandiyu (ctes),3,1,rosario central
1000,1992,dep espanol,0,1,racing club
1001,1992,ferro carril oeste,3,1,gimnasia y esgrima (lp)
1002,1992,velez sarsfield,2,2,belgrano (cba)
1003,1992,river plate,2,1,union (sta fe)
1004,1992,velez sarsfield,1,0,boca juniors
1005,1992,ferro carril oeste,2,1,belgrano (cba)
1006,1992,dep espanol,2,1,gimnasia y esgrima (lp)
1007,1992,depmandiyu (ctes),1,2,racing club
1008,1992,huracan,2,0,rosario central
1009,1992,newell's old boys,2,0,quilmes
1010,1992,independiente,2,1,platense
1011,1992,estudiantes (lp),2,2,argentinos juniors
1012,1992,talleres (cordoba),2,0,san lorenzo
1013,1992,racing club,0,0,huracan
1014,1992,union (sta fe),0,0,newell's old boys
1015,1992,boca juniors,2,0,san lorenzo
1016,1992,argentinos juniors,0,1,talleres (cordoba)
1017,1992,platense,5,1,estudiantes (lp)
1018,1992,quilmes,2,0,independiente
1019,1992,rosario central,1,4,river plate
1020,1992,gimnasia y esgrima (lp),3,3,depmandiyu (ctes)
1021,1992,belgrano (cba),0,1,dep espanol
1022,1992,velez sarsfield,1,1,ferro carril oeste
1023,1992,independiente,1,1,union (sta fe)
1024,1992,ferro carril oeste,0,1,boca juniors
1025,1992,dep espanol,1,1,velez sarsfield
1026,1992,depmandiyu (ctes),1,0,belgrano (cba)
1027,1992,huracan,3,2,gimnasia y esgrima (lp)
1028,1992,river plate,1,1,racing club
1029,1992,newell's old boys,1,0,rosario central
1030,1992,estudiantes (lp),5,1,quilmes
1031,1992,talleres (cordoba),0,0,platense
1032,1992,san lorenzo,0,2,argentinos juniors
1033,1992,boca juniors,1,0,argentinos juniors
1034,1992,platense,1,0,san lorenzo
1035,1992,quilmes,2,0,talleres (cordoba)
1036,1992,union (sta fe),1,1,estudiantes (lp)
1037,1992,rosario central,0,3,independiente
1038,1992,racing club,0,1,newell's old boys
1039,1992,gimnasia y esgrima (lp),2,3,river plate
1040,1992,belgrano (cba),2,0,huracan
1041,1992,velez sarsfield,4,1,depmandiyu (ctes)
1042,1992,ferro carril oeste,1,1,dep espanol
1043,1992,river plate,2,2,belgrano (cba)
1044,1992,dep espanol,1,1,boca juniors
1045,1992,depmandiyu (ctes),0,4,ferro carril oeste
1046,1992,huracan,2,1,velez sarsfield
1047,1992,newell's old boys,1,0,gimnasia y esgrima (lp)
1048,1992,independiente,0,0,racing club
1049,1992,estudiantes (lp),0,3,rosario central
1050,1992,talleres (cordoba),0,0,union (sta fe)
1051,1992,san lorenzo,1,0,quilmes
