id,year,team1,score1,score2,team2
0,1990,instituto(cba),1,4,independiente
1,1990,ferro carril oeste,0,0,estudiantes(lp)
2,1990,velez sarsfield,0,1,mandiyu(ctes)
3,1990,racing(cba),0,0,argentinos juniors
4,1990,chaco for ever,2,0,platense
5,1990,gimnasia y esgrima(lp),0,1,san lorenzo
6,1990,racing club,0,0,talleres (cordoba)
7,1990,river plate,0,0,newell's old boys
8,1990,dep espanol,1,1,union(stafe)
9,1990,rosario central,0,0,boca juniors
10,1990,talleres (cordoba),1,2,gimnasia y esgrima(lp)
11,1990,newell's old boys,2,1,dep espanol
12,1990,mandiyu(ctes),1,0,ferro carril oeste
13,1990,racing club,2,1,instituto(cba)
14,1990,san lorenzo,1,0,chaco for ever
15,1990,platense,3,1,racing(cba)
16,1990,argentinos juniors,0,0,rosario central
17,1990,estudiantes(lp),1,1,independiente
18,1990,union(stafe),0,0,velez sarsfield
19,1990,boca juniors,1,0,river plate
20,1990,instituto(cba),0,0,estudiantes(lp)
21,1990,independiente,0,0,mandiyu(ctes)
22,1990,ferro carril oeste,2,1,union(stafe)
23,1990,velez sarsfield,1,0,newell's old boys
24,1990,dep espanol,1,0,boca juniors
25,1990,river plate,1,0,argentinos juniors
26,1990,rosario central,2,1,platense
27,1990,racing(cba),1,0,san lorenzo
28,1990,chaco for ever,2,2,talleres (cordoba)
29,1990,gimnasia y esgrima(lp),1,0,racing club
30,1990,gimnasia y esgrima(lp),0,0,instituto(cba)
31,1990,racing club,0,0,chaco for ever
32,1990,talleres (cordoba),1,0,racing(cba)
33,1990,san lorenzo,0,2,rosario central
34,1990,platense,0,1,river plate
35,1990,argentinos juniors,0,1,dep espanol
36,1990,boca juniors,1,1,velez sarsfield
37,1990,newell's old boys,1,0,ferro carril oeste
38,1990,union(stafe),1,1,independiente
39,1990,mandiyu(ctes),0,0,estudiantes(lp)
40,1990,instituto(cba),1,0,mandiyu(ctes)
41,1990,estudiantes(lp),4,2,union(stafe)
42,1990,independiente,2,1,newell's old boys
43,1990,ferro carril oeste,0,0,boca juniors
44,1990,velez sarsfield,1,0,argentinos juniors
45,1990,dep espanol,2,0,platense
46,1990,river plate,1,0,san lorenzo
47,1990,rosario central,1,0,talleres (cordoba)
48,1990,racing(cba),1,1,racing club
49,1990,chaco for ever,0,0,gimnasia y esgrima(lp)
50,1990,instituto(cba),2,0,mandiyu(ctes)
51,1990,chaco for ever,1,2,instituto(cba)
52,1990,gimnasia y esgrima(lp),3,0,racing(cba)
53,1990,racing club,2,1,rosario central
54,1990,talleres (cordoba),0,0,river plate
55,1990,san lorenzo,1,1,dep espanol
56,1990,platense,3,1,velez sarsfield
57,1990,argentinos juniors,1,0,ferro carril oeste
58,1990,boca juniors,1,0,independiente
59,1990,newell's old boys,0,0,estudiantes(lp)
60,1990,union(stafe),1,1,mandiyu(ctes)
61,1990,instituto(cba),0,0,union(stafe)
62,1990,mandiyu(ctes),0,0,newell's old boys
63,1990,estudiantes(lp),1,1,boca juniors
64,1990,independiente,4,3,argentinos juniors
65,1990,ferro carril oeste,1,0,platense
66,1990,velez sarsfield,1,1,san lorenzo
67,1990,dep espanol,1,2,talleres (cordoba)
68,1990,river plate,3,1,racing club
69,1990,rosario central,1,0,gimnasia y esgrima(lp)
70,1990,racing(cba),2,0,chaco for ever
71,1990,racing(cba),0,0,instituto(cba)
72,1990,chaco for ever,1,1,rosario central
73,1990,gimnasia y esgrima(lp),1,0,river plate
74,1990,racing club,4,3,dep espanol
75,1990,talleres (cordoba),0,1,velez sarsfield
76,1990,san lorenzo,0,0,ferro carril oeste
77,1990,platense,2,2,independiente
78,1990,argentinos juniors,2,1,estudiantes(lp)
79,1990,boca juniors,4,2,mandiyu(ctes)
80,1990,newell's old boys,2,2,union(stafe)
81,1990,instituto(cba),0,1,newell's old boys
82,1990,union(stafe),2,2,boca juniors
83,1990,mandiyu(ctes),0,0,argentinos juniors
84,1990,estudiantes(lp),0,1,platense
85,1990,independiente,4,1,san lorenzo
86,1990,ferro carril oeste,1,1,talleres (cordoba)
87,1990,velez sarsfield,1,1,racing club
88,1990,dep espanol,2,1,gimnasia y esgrima(lp)
89,1990,river plate,1,0,chaco for ever
90,1990,rosario central,0,2,racing(cba)
91,1990,rosario central,3,0,instituto(cba)
92,1990,racing(cba),1,2,river plate
93,1990,chaco for ever,2,1,dep espanol
94,1990,gimnasia y esgrima(lp),0,0,velez sarsfield
95,1990,racing club,0,0,ferro carril oeste
96,1990,talleres (cordoba),0,0,independiente
97,1990,san lorenzo,0,0,estudiantes(lp)
98,1990,platense,1,1,mandiyu(ctes)
99,1990,argentinos juniors,2,0,union(stafe)
100,1990,boca juniors,4,2,newell's old boys
101,1990,instituto(cba),1,1,boca juniors
102,1990,newell's old boys,1,2,argentinos juniors
103,1990,union(stafe),0,0,platense
104,1990,mandiyu(ctes),0,0,san lorenzo
105,1990,estudiantes(lp),2,1,talleres (cordoba)
106,1990,independiente,2,2,racing club
107,1990,ferro carril oeste,0,0,gimnasia y esgrima(lp)
108,1990,velez sarsfield,4,1,chaco for ever
109,1990,dep espanol,2,1,racing(cba)
110,1990,river plate,0,0,rosario central
111,1990,river plate,2,0,instituto(cba)
112,1990,rosario central,0,3,dep espanol
113,1990,racing(cba),1,0,velez sarsfield
114,1990,chaco for ever,1,0,ferro carril oeste
115,1990,gimnasia y esgrima(lp),1,2,independiente
116,1990,racing club,0,0,estudiantes(lp)
117,1990,talleres (cordoba),2,0,mandiyu(ctes)
118,1990,san lorenzo,2,3,union(stafe)
119,1990,platense,0,0,newell's old boys
120,1990,argentinos juniors,0,0,boca juniors
121,1990,argentinos juniors,0,0,boca juniors
122,1990,instituto(cba),2,0,argentinos juniors
123,1990,boca juniors,0,1,platense
124,1990,newell's old boys,2,0,san lorenzo
125,1990,union(stafe),2,2,talleres (cordoba)
126,1990,mandiyu(ctes),4,3,racing club
127,1990,estudiantes(lp),0,0,gimnasia y esgrima(lp)
128,1990,independiente,7,1,chaco for ever
129,1990,ferro carril oeste,1,0,racing(cba)
130,1990,velez sarsfield,2,3,rosario central
131,1990,dep espanol,1,3,river plate
132,1990,rosario central,0,0,ferro carril oeste
133,1990,san lorenzo,2,2,boca juniors
134,1990,dep espanol,1,2,instituto(cba)
135,1990,river plate,1,0,velez sarsfield
136,1990,racing(cba),0,1,independiente
137,1990,chaco for ever,3,1,estudiantes(lp)
138,1990,gimnasia y esgrima(lp),2,1,mandiyu(ctes)
139,1990,racing club,1,0,union(stafe)
140,1990,talleres (cordoba),1,1,newell's old boys
141,1990,platense,2,1,argentinos juniors
142,1990,instituto(cba),0,0,platense
143,1990,argentinos juniors,5,3,san lorenzo
144,1990,newell's old boys,0,0,racing club
145,1990,union(stafe),1,1,gimnasia y esgrima(lp)
146,1990,mandiyu(ctes),2,1,chaco for ever
147,1990,estudiantes(lp),5,3,racing(cba)
148,1990,independiente,0,0,rosario central
149,1990,ferro carril oeste,0,0,river plate
150,1990,velez sarsfield,0,1,dep espanol
151,1990,boca juniors,0,0,talleres (cordoba)
152,1990,velez sarsfield,2,1,instituto(cba)
153,1990,dep espanol,2,1,ferro carril oeste
154,1990,river plate,0,0,independiente
155,1990,rosario central,2,0,estudiantes(lp)
156,1990,racing(cba),1,1,mandiyu(ctes)
157,1990,chaco for ever,1,1,union(stafe)
158,1990,gimnasia y esgrima(lp),1,0,newell's old boys
159,1990,racing club,1,1,boca juniors
160,1990,talleres (cordoba),2,1,argentinos juniors
161,1990,san lorenzo,1,0,platense
162,1990,union(stafe),2,0,racing(cba)
163,1990,instituto(cba),2,2,san lorenzo
164,1990,platense,1,1,talleres (cordoba)
165,1990,argentinos juniors,1,2,racing club
166,1990,boca juniors,2,3,gimnasia y esgrima(lp)
167,1990,newell's old boys,3,2,chaco for ever
168,1990,mandiyu(ctes),0,1,rosario central
169,1990,estudiantes(lp),2,1,river plate
170,1990,independiente,0,1,dep espanol
171,1990,ferro carril oeste,0,0,velez sarsfield
172,1990,rosario central,2,3,union(stafe)
173,1990,ferro carril oeste,2,0,instituto(cba)
174,1990,velez sarsfield,0,1,independiente
175,1990,dep espanol,2,0,estudiantes(lp)
176,1990,river plate,3,0,mandiyu(ctes)
177,1990,racing(cba),0,0,newell's old boys
178,1990,chaco for ever,1,1,boca juniors
179,1990,gimnasia y esgrima(lp),0,0,argentinos juniors
180,1990,racing club,1,0,platense
181,1990,talleres (cordoba),1,1,san lorenzo
182,1990,instituto(cba),4,2,talleres (cordoba)
183,1990,san lorenzo,1,1,racing club
184,1990,platense,0,0,gimnasia y esgrima(lp)
185,1990,argentinos juniors,4,2,chaco for ever
186,1990,boca juniors,1,1,racing(cba)
187,1990,newell's old boys,2,2,rosario central
188,1990,union(stafe),1,0,river plate
189,1990,mandiyu(ctes),0,0,dep espanol
190,1990,estudiantes(lp),1,1,velez sarsfield
191,1990,independiente,1,0,ferro carril oeste
192,1990,independiente,1,0,instituto(cba)
193,1990,estudiantes(lp),2,2,ferro carril oeste
194,1990,mandiyu(ctes),0,1,velez sarsfield
195,1990,union(stafe),3,0,dep espanol
196,1990,newell's old boys,1,1,river plate
197,1990,boca juniors,2,0,rosario central
198,1990,argentinos juniors,0,0,racing(cba)
199,1990,platense,3,1,chaco for ever
200,1990,san lorenzo,1,0,gimnasia y esgrima(lp)
201,1990,talleres (cordoba),2,0,racing club
202,1990,instituto(cba),0,0,racing club
203,1990,gimnasia y esgrima(lp),2,0,talleres (cordoba)
204,1990,chaco for ever,2,1,san lorenzo
205,1990,racing(cba),0,2,platense
206,1990,rosario central,2,1,argentinos juniors
207,1990,river plate,1,1,boca juniors
208,1990,dep espanol,0,1,newell's old boys
209,1990,velez sarsfield,3,0,union(stafe)
210,1990,ferro carril oeste,1,1,mandiyu(ctes)
211,1990,independiente,0,0,estudiantes(lp)
212,1990,estudiantes(lp),1,2,instituto(cba)
213,1990,newell's old boys,2,2,velez sarsfield
214,1990,mandiyu(ctes),3,0,independiente
215,1990,union(stafe),1,0,ferro carril oeste
216,1990,talleres (cordoba),3,0,chaco for ever
217,1990,boca juniors,2,0,dep espanol
218,1990,argentinos juniors,0,0,river plate
219,1990,platense,2,3,rosario central
220,1990,san lorenzo,1,0,racing(cba)
221,1990,racing club,0,1,gimnasia y esgrima(lp)
222,1990,instituto(cba),1,0,gimnasia y esgrima(lp)
223,1990,chaco for ever,1,0,racing club
224,1990,racing(cba),1,0,talleres (cordoba)
225,1990,rosario central,4,2,san lorenzo
226,1990,river plate,3,0,platense
227,1990,dep espanol,1,0,argentinos juniors
228,1990,velez sarsfield,3,3,boca juniors
229,1990,ferro carril oeste,0,0,newell's old boys
230,1990,independiente,1,0,union(stafe)
231,1990,estudiantes(lp),2,0,mandiyu(ctes)
232,1990,mandiyu(ctes),4,1,instituto(cba)
233,1990,union(stafe),0,0,estudiantes(lp)
234,1990,newell's old boys,1,3,independiente
235,1990,boca juniors,0,1,ferro carril oeste
236,1990,argentinos juniors,1,0,velez sarsfield
237,1990,platense,1,0,dep espanol
238,1990,san lorenzo,0,1,river plate
239,1990,talleres (cordoba),0,0,rosario central
240,1990,racing club,1,0,racing(cba)
241,1990,gimnasia y esgrima(lp),2,1,chaco for ever
242,1990,instituto(cba),0,0,chaco for ever
243,1990,racing(cba),3,2,gimnasia y esgrima(lp)
244,1990,rosario central,0,0,racing club
245,1990,river plate,1,2,talleres (cordoba)
246,1990,dep espanol,2,3,san lorenzo
247,1990,velez sarsfield,2,1,platense
248,1990,ferro carril oeste,1,1,argentinos juniors
249,1990,independiente,1,1,boca juniors
250,1990,estudiantes(lp),1,1,newell's old boys
251,1990,mandiyu(ctes),0,0,union(stafe)
252,1990,union(stafe),2,1,instituto(cba)
253,1990,newell's old boys,3,0,mandiyu(ctes)
254,1990,boca juniors,2,1,estudiantes(lp)
255,1990,argentinos juniors,2,1,independiente
256,1990,platense,1,0,ferro carril oeste
257,1990,san lorenzo,2,0,velez sarsfield
258,1990,talleres (cordoba),3,1,dep espanol
259,1990,racing club,0,1,river plate
260,1990,gimnasia y esgrima(lp),0,0,rosario central
261,1990,chaco for ever,1,1,racing(cba)
262,1990,instituto(cba),1,2,racing(cba)
263,1990,rosario central,3,2,chaco for ever
264,1990,river plate,3,1,gimnasia y esgrima(lp)
265,1990,dep espanol,1,1,racing club
266,1990,velez sarsfield,2,2,talleres (cordoba)
267,1990,ferro carril oeste,1,1,san lorenzo
268,1990,independiente,1,2,platense
269,1990,estudiantes(lp),1,1,argentinos juniors
270,1990,mandiyu(ctes),2,2,boca juniors
271,1990,union(stafe),3,0,newell's old boys
272,1990,boca juniors,0,1,union(stafe)
273,1990,argentinos juniors,1,0,mandiyu(ctes)
274,1990,platense,0,0,estudiantes(lp)
275,1990,san lorenzo,3,3,independiente
276,1990,talleres (cordoba),1,0,ferro carril oeste
277,1990,racing club,0,0,velez sarsfield
278,1990,gimnasia y esgrima(lp),1,1,dep espanol
279,1990,chaco for ever,0,1,river plate
280,1990,racing(cba),0,0,rosario central
281,1990,newell's old boys,4,2,instituto(cba)
282,1990,instituto(cba),2,4,rosario central
283,1990,river plate,1,0,racing(cba)
284,1990,dep espanol,1,2,chaco for ever
285,1990,velez sarsfield,1,1,gimnasia y esgrima(lp)
286,1990,ferro carril oeste,0,0,racing club
287,1990,independiente,2,1,talleres (cordoba)
288,1990,estudiantes(lp),0,0,san lorenzo
289,1990,mandiyu(ctes),2,1,platense
290,1990,union(stafe),0,1,argentinos juniors
291,1990,newell's old boys,1,2,boca juniors
292,1990,boca juniors,3,0,instituto(cba)
293,1990,argentinos juniors,0,2,newell's old boys
294,1990,platense,0,0,union(stafe)
295,1990,san lorenzo,2,3,mandiyu(ctes)
296,1990,talleres (cordoba),0,2,estudiantes(lp)
297,1990,racing club,1,0,independiente
298,1990,gimnasia y esgrima(lp),0,0,ferro carril oeste
299,1990,chaco for ever,1,4,velez sarsfield
300,1990,racing(cba),1,0,dep espanol
301,1990,rosario central,0,0,river plate
302,1990,instituto(cba),1,1,river plate
303,1990,dep espanol,2,3,rosario central
304,1990,velez sarsfield,3,0,racing(cba)
305,1990,ferro carril oeste,0,0,chaco for ever
306,1990,independiente,3,0,gimnasia y esgrima(lp)
307,1990,estudiantes(lp),0,1,racing club
308,1990,mandiyu(ctes),4,0,talleres (cordoba)
309,1990,union(stafe),2,0,san lorenzo
310,1990,newell's old boys,2,1,platense
311,1990,boca juniors,2,2,argentinos juniors
312,1990,talleres (cordoba),3,1,union(stafe)
313,1990,racing club,3,1,mandiyu(ctes)
314,1990,gimnasia y esgrima(lp),1,1,estudiantes(lp)
315,1990,chaco for ever,0,0,independiente
316,1990,racing(cba),0,3,ferro carril oeste
317,1990,argentinos juniors,2,0,instituto(cba)
318,1990,platense,0,3,boca juniors
319,1990,san lorenzo,1,0,newell's old boys
320,1990,rosario central,0,1,velez sarsfield
321,1990,river plate,5,1,dep espanol
322,1990,instituto(cba),1,2,dep espanol
323,1990,velez sarsfield,1,1,river plate
324,1990,ferro carril oeste,1,0,rosario central
325,1990,independiente,2,1,racing(cba)
326,1990,estudiantes(lp),2,1,chaco for ever
327,1990,mandiyu(ctes),0,0,gimnasia y esgrima(lp)
328,1990,union(stafe),0,1,racing club
329,1990,newell's old boys,2,1,talleres (cordoba)
330,1990,boca juniors,1,1,san lorenzo
331,1990,argentinos juniors,0,1,platense
332,1990,platense,2,0,instituto(cba)
333,1990,san lorenzo,2,1,argentinos juniors
334,1990,talleres (cordoba),1,1,boca juniors
335,1990,racing club,0,0,newell's old boys
336,1990,gimnasia y esgrima(lp),3,0,union(stafe)
337,1990,chaco for ever,1,0,mandiyu(ctes)
338,1990,racing(cba),1,1,estudiantes(lp)
339,1990,rosario central,2,1,independiente
340,1990,river plate,3,1,ferro carril oeste
341,1990,dep espanol,0,3,velez sarsfield
342,1990,instituto(cba),0,2,velez sarsfield
343,1990,ferro carril oeste,1,0,dep espanol
344,1990,independiente,1,1,river plate
345,1990,estudiantes(lp),2,3,rosario central
346,1990,mandiyu(ctes),4,0,racing(cba)
347,1990,union(stafe),1,2,chaco for ever
348,1990,newell's old boys,1,0,gimnasia y esgrima(lp)
349,1990,boca juniors,2,1,racing club
350,1990,argentinos juniors,1,1,talleres (cordoba)
351,1990,platense,0,0,san lorenzo
352,1990,san lorenzo,0,1,instituto(cba)
353,1990,talleres (cordoba),3,1,platense
354,1990,racing club,1,2,argentinos juniors
355,1990,gimnasia y esgrima(lp),0,0,boca juniors
356,1990,chaco for ever,3,0,newell's old boys
357,1990,racing(cba),2,1,union(stafe)
358,1990,rosario central,0,1,mandiyu(ctes)
359,1990,river plate,2,0,estudiantes(lp)
360,1990,dep espanol,0,2,independiente
361,1990,velez sarsfield,0,1,ferro carril oeste
362,1990,instituto(cba),0,1,ferro carril oeste
363,1990,independiente,0,0,velez sarsfield
364,1990,estudiantes(lp),0,0,dep espanol
365,1990,mandiyu(ctes),0,1,river plate
366,1990,union(stafe),0,0,rosario central
367,1990,newell's old boys,2,4,racing(cba)
368,1990,boca juniors,0,0,chaco for ever
369,1990,argentinos juniors,3,2,gimnasia y esgrima(lp)
370,1990,platense,1,0,racing club
371,1990,san lorenzo,5,1,talleres (cordoba)
372,1990,talleres (cordoba),2,0,instituto(cba)
373,1990,racing club,2,2,san lorenzo
374,1990,gimnasia y esgrima(lp),2,1,platense
375,1990,chaco for ever,1,1,argentinos juniors
376,1990,racing(cba),1,0,boca juniors
377,1990,rosario central,1,0,newell's old boys
378,1990,river plate,2,2,union(stafe)
379,1990,dep espanol,0,0,mandiyu(ctes)
380,1990,velez sarsfield,2,0,estudiantes(lp)
381,1990,ferro carril oeste,2,0,independiente
382,1990,chaco for ever,5,0,racing (cordoba)
383,1990,boca juniors,1,0,deportivo espanol
384,1990,independiente,1,1,rosario central
385,1990,rosario central,1,3,independiente
386,1990,deportivo espanol,1,1,boca juniors
387,1990,boca juniors,1,0,independiente
388,1990,independiente,0,1,boca juniors
389,1991,estudiantes (lp),1,1,san lorenzo
390,1991,newell's old boys,1,0,platense
391,1991,boca juniors,3,2,argentinos juniors
392,1991,mandiyu (ctes),2,2,huracan
393,1991,racing club,2,2,union (sta fe)
394,1991,talleres (cordoba),1,1,independiente
395,1991,dep espanol,0,1,river plate
396,1991,ferro carril oeste,0,0,gimnasia y esgrima (lp)
397,1991,lanus,1,3,chaco for ever
398,1991,velez sarsfield,0,1,rosario central
399,1991,ferro carril oeste,1,0,estudiantes (lp)
400,1991,gimnasia y esgrima (lp),0,0,velez sarsfield
401,1991,rosario central,2,0,dep espanol
402,1991,chaco for ever,2,0,talleres (cordoba)
403,1991,independiente,1,1,racing club
404,1991,union (sta fe),1,0,mandiyu (ctes)
405,1991,huracan,0,2,boca juniors
406,1991,argentinos juniors,0,0,newell's old boys
407,1991,platense,1,1,san lorenzo
408,1991,river plate,0,0,lanus
409,1991,estudiantes (lp),1,1,platense
410,1991,san lorenzo,1,2,argentinos juniors
411,1991,newell's old boys,1,2,huracan
412,1991,boca juniors,2,0,union (sta fe)
413,1991,mandiyu (ctes),1,0,independiente
414,1991,racing club,0,0,chaco for ever
415,1991,talleres (cordoba),1,2,river plate
416,1991,lanus,0,2,rosario central
417,1991,dep espanol,1,1,gimnasia y esgrima (lp)
418,1991,velez sarsfield,1,0,ferro carril oeste
419,1991,velez sarsfield,2,2,estudiantes (lp)
420,1991,ferro carril oeste,0,0,dep espanol
421,1991,gimnasia y esgrima (lp),2,3,lanus
422,1991,rosario central,2,1,talleres (cordoba)
423,1991,river plate,1,1,racing club
424,1991,chaco for ever,2,0,mandiyu (ctes)
425,1991,independiente,1,2,boca juniors
426,1991,union (sta fe),1,3,newell's old boys
427,1991,huracan,0,0,san lorenzo
428,1991,argentinos juniors,1,2,platense
429,1991,estudiantes (lp),0,1,argentinos juniors
430,1991,platense,0,0,huracan
431,1991,san lorenzo,2,1,union (sta fe)
432,1991,newell's old boys,1,0,independiente
433,1991,boca juniors,0,0,chaco for ever
434,1991,mandiyu (ctes),2,1,river plate
435,1991,racing club,1,1,rosario central
436,1991,talleres (cordoba),2,1,gimnasia y esgrima (lp)
437,1991,lanus,0,1,ferro carril oeste
438,1991,dep espanol,1,1,velez sarsfield
439,1991,dep espanol,1,2,estudiantes (lp)
440,1991,velez sarsfield,2,0,lanus
441,1991,ferro carril oeste,4,1,talleres (cordoba)
442,1991,gimnasia y esgrima (lp),1,1,racing club
443,1991,rosario central,1,1,mandiyu (ctes)
444,1991,river plate,2,0,boca juniors
445,1991,chaco for ever,1,5,newell's old boys
446,1991,independiente,1,1,san lorenzo
447,1991,union (sta fe),1,0,platense
448,1991,huracan,3,1,argentinos juniors
449,1991,estudiantes (lp),1,1,huracan
450,1991,argentinos juniors,1,0,union (sta fe)
451,1991,platense,3,1,independiente
452,1991,san lorenzo,1,0,chaco for ever
453,1991,newell's old boys,0,1,river plate
454,1991,boca juniors,1,2,rosario central
455,1991,mandiyu (ctes),3,0,gimnasia y esgrima (lp)
456,1991,racing club,0,0,ferro carril oeste
457,1991,talleres (cordoba),1,0,velez sarsfield
458,1991,lanus,0,2,dep espanol
459,1991,union (sta fe),1,3,huracan
460,1991,chaco for ever,1,0,platense
461,1991,lanus,0,1,estudiantes (lp)
462,1991,dep espanol,1,2,talleres (cordoba)
463,1991,velez sarsfield,1,1,racing club
464,1991,ferro carril oeste,2,1,mandiyu (ctes)
465,1991,gimnasia y esgrima (lp),0,0,boca juniors
466,1991,rosario central,3,4,newell's old boys
467,1991,river plate,4,0,san lorenzo
468,1991,independiente,1,1,argentinos juniors
469,1991,estudiantes (lp),1,0,union (sta fe)
470,1991,huracan,0,1,independiente
471,1991,argentinos juniors,1,0,chaco for ever
472,1991,platense,0,1,river plate
473,1991,san lorenzo,0,0,rosario central
474,1991,newell's old boys,1,1,gimnasia y esgrima (lp)
475,1991,boca juniors,1,1,ferro carril oeste
476,1991,mandiyu (ctes),0,1,velez sarsfield
477,1991,racing club,2,2,dep espanol
478,1991,talleres (cordoba),2,1,lanus
479,1991,ferro carril oeste,1,1,newell's old boys
480,1991,independiente,2,2,union (sta fe)
481,1991,talleres (cordoba),1,2,estudiantes (lp)
482,1991,lanus,1,4,racing club
483,1991,dep espanol,1,1,mandiyu (ctes)
484,1991,velez sarsfield,1,1,boca juniors
485,1991,gimnasia y esgrima (lp),1,0,san lorenzo
486,1991,rosario central,2,0,platense
487,1991,river plate,1,2,argentinos juniors
488,1991,chaco for ever,2,2,huracan
489,1991,newell's old boys,1,1,velez sarsfield
490,1991,estudiantes (lp),1,2,independiente
491,1991,union (sta fe),1,2,chaco for ever
492,1991,huracan,0,1,river plate
493,1991,argentinos juniors,2,0,rosario central
494,1991,platense,0,0,gimnasia y esgrima (lp)
495,1991,san lorenzo,1,1,ferro carril oeste
496,1991,boca juniors,0,1,dep espanol
497,1991,racing club,1,3,talleres (cordoba)
498,1991,mandiyu (ctes),1,1,lanus
499,1991,rosario central,2,0,huracan
500,1991,racing club,1,1,estudiantes (lp)
501,1991,talleres (cordoba),2,0,mandiyu (ctes)
502,1991,lanus,1,3,boca juniors
503,1991,dep espanol,0,2,newell's old boys
504,1991,velez sarsfield,0,0,san lorenzo
505,1991,ferro carril oeste,2,2,platense
506,1991,gimnasia y esgrima (lp),0,4,argentinos juniors
507,1991,river plate,0,0,union (sta fe)
508,1991,chaco for ever,0,1,independiente
509,1991,velez sarsfield,0,0,san lorenzo
510,1991,union (sta fe),2,0,rosario central
511,1991,estudiantes (lp),1,0,chaco for ever
512,1991,independiente,2,1,river plate
513,1991,huracan,1,1,gimnasia y esgrima (lp)
514,1991,argentinos juniors,0,0,ferro carril oeste
515,1991,platense,1,5,velez sarsfield
516,1991,san lorenzo,2,1,dep espanol
517,1991,newell's old boys,3,1,lanus
518,1991,boca juniors,0,0,talleres (cordoba)
519,1991,mandiyu (ctes),1,0,racing club
520,1991,mandiyu (ctes),0,0,estudiantes (lp)
521,1991,racing club,0,1,boca juniors
522,1991,talleres (cordoba),0,0,newell's old boys
523,1991,lanus,0,0,san lorenzo
524,1991,dep espanol,3,1,platense
525,1991,velez sarsfield,2,2,argentinos juniors
526,1991,ferro carril oeste,0,2,huracan
527,1991,gimnasia y esgrima (lp),1,1,union (sta fe)
528,1991,rosario central,1,0,independiente
529,1991,river plate,4,1,chaco for ever
530,1991,union (sta fe),2,3,ferro carril oeste
531,1991,estudiantes (lp),0,2,river plate
532,1991,chaco for ever,2,3,rosario central
533,1991,independiente,1,1,gimnasia y esgrima (lp)
534,1991,huracan,1,2,velez sarsfield
535,1991,argentinos juniors,2,0,dep espanol
536,1991,platense,0,1,lanus
537,1991,san lorenzo,2,0,talleres (cordoba)
538,1991,newell's old boys,2,0,racing club
539,1991,boca juniors,2,2,mandiyu (ctes)
540,1991,mandiyu (ctes),0,1,newell's old boys
541,1991,racing club,2,1,san lorenzo
542,1991,talleres (cordoba),0,2,platense
543,1991,lanus,1,0,argentinos juniors
544,1991,velez sarsfield,1,0,union (sta fe)
545,1991,ferro carril oeste,1,0,independiente
546,1991,gimnasia y esgrima (lp),4,0,chaco for ever
547,1991,rosario central,2,2,river plate
548,1991,boca juniors,0,0,estudiantes (lp)
549,1991,dep espanol,1,1,huracan
550,1991,estudiantes (lp),3,1,rosario central
551,1991,river plate,1,0,gimnasia y esgrima (lp)
552,1991,chaco for ever,1,1,ferro carril oeste
553,1991,independiente,3,4,velez sarsfield
554,1991,union (sta fe),2,1,dep espanol
555,1991,argentinos juniors,0,1,talleres (cordoba)
556,1991,platense,0,0,racing club
557,1991,san lorenzo,1,1,mandiyu (ctes)
558,1991,newell's old boys,1,0,boca juniors
559,1991,huracan,0,0,lanus
560,1991,newell's old boys,2,0,estudiantes (lp)
561,1991,boca juniors,0,1,san lorenzo
562,1991,mandiyu (ctes),1,2,platense
563,1991,racing club,2,2,argentinos juniors
564,1991,talleres (cordoba),1,2,huracan
565,1991,lanus,0,0,union (sta fe)
566,1991,dep espanol,0,2,independiente
567,1991,velez sarsfield,1,2,chaco for ever
568,1991,ferro carril oeste,0,3,river plate
569,1991,gimnasia y esgrima (lp),1,1,rosario central
570,1991,chaco for ever,0,2,dep espanol
571,1991,argentinos juniors,1,0,mandiyu (ctes)
572,1991,estudiantes (lp),0,0,gimnasia y esgrima (lp)
573,1991,rosario central,0,1,ferro carril oeste
574,1991,river plate,1,2,velez sarsfield
575,1991,independiente,1,0,lanus
576,1991,union (sta fe),4,4,talleres (cordoba)
577,1991,huracan,0,0,racing club
578,1991,platense,1,0,boca juniors
579,1991,san lorenzo,1,1,newell's old boys
580,1991,union (sta fe),3,1,racing club
581,1991,rosario central,1,1,velez sarsfield
582,1991,san lorenzo,2,1,estudiantes (lp)
583,1991,platense,0,2,newell's old boys
584,1991,argentinos juniors,1,3,boca juniors
585,1991,huracan,0,2,mandiyu (ctes)
586,1991,independiente,2,1,talleres (cordoba)
587,1991,chaco for ever,1,3,lanus
588,1991,river plate,1,0,dep espanol
589,1991,gimnasia y esgrima (lp),1,1,ferro carril oeste
590,1991,estudiantes (lp),1,0,ferro carril oeste
591,1991,velez sarsfield,3,1,gimnasia y esgrima (lp)
592,1991,dep espanol,2,2,rosario central
593,1991,lanus,1,1,river plate
594,1991,talleres (cordoba),2,1,chaco for ever
595,1991,racing club,0,0,independiente
596,1991,mandiyu (ctes),2,0,union (sta fe)
597,1991,boca juniors,2,0,huracan
598,1991,newell's old boys,3,1,argentinos juniors
599,1991,san lorenzo,0,0,platense
600,1991,union (sta fe),0,4,boca juniors
601,1991,platense,1,0,estudiantes (lp)
602,1991,argentinos juniors,1,2,san lorenzo
603,1991,huracan,1,1,newell's old boys
604,1991,independiente,1,0,mandiyu (ctes)
605,1991,chaco for ever,0,0,racing club
